firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
Deloitte,2021-02-03, Intern,"Former Employee, less than 1 year",Düsseldorf,3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,2,Internship salary <3 months,If you show initiative you can get interesting tasks,Salary for internships for less than 3 months could be more competitive,0,1
Deloitte,2021-02-03, Manager,"Former Employee, more than 3 years","Calgary, AB",4,3.0,4.0,4.0,4.0,4.0,4.0,1,2,2,Decent Place to work to learn,Worked with some good people and learned a lot,"Hours, standard Big 4 issues",0,3
Deloitte,2021-02-03, Manager,"Current Employee, more than 1 year","London, England, England",5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great,Very welcoming place to work,can be very busy at times,1,1
Deloitte,2021-02-03, Manager,"Former Employee, more than 3 years",Melbourne,4,3.0,4.0,4.0,4.0,2.0,4.0,1,2,3,Great place to be when the going is good,Can feel super connected when things are going well,Poor financial position at present,0,3
Deloitte,2021-02-03, QA Developer,"Current Employee, more than 1 year",Lisbon,3,2.0,4.0,4.0,3.0,4.0,3.0,1,2,2,Good company / Great career starter  / but...,"Good environment, good learning curve",Some projects are too boring and can be so annoying. If you are good at something the will push always the same projects and without any chance to change to other stacks,1,1
Deloitte,2021-02-03, Senior Consultant,"Current Employee, more than 3 years",Sydney,1,1.0,1.0,2.0,3.0,2.0,1.0,3,2,1,Avoid like the plague,"- Highly motivated group of people

- Lots of career pathways and a fairly acceptable salary

- A great variety of clients/ industries/ challenges","- You will have NO personal life, zero, zilch, nada. Any commitments outside of work are seen as a distraction

- Very few people end up working on projects they enjoy/ are a good fit for... 99.99% of the time, you will be put on horrendously under-staffed projects in industries you've never worked in before, and with managers you absolutely hate

- People are terrified to speak up about anything, and when they do, they are shown the backdoor and promptly pushed out",1,3
Deloitte,2021-02-03, Senior Consultant,"Former Employee, more than 8 years","Seattle, WA",3,3.0,3.0,3.0,3.0,5.0,3.0,1,1,1,Review,Work on project of different domains,Become jack of all trades and master in none,0,8
Deloitte,2021-02-03, Senior Consultant,"Former Employee, more than 3 years",Hyderābād,4,3.0,3.0,3.0,3.0,3.0,3.0,1,1,1,senior consultant,"annual hikes, work life balance, culture, party","micro management, boot liking people, favourism",0,3
Deloitte,2021-02-03, Solution Advisor,"Current Employee, more than 3 years",Hyderābād,2,1.0,5.0,5.0,1.0,1.0,1.0,3,3,1,Average,Nothing to note apart from diversity and inclusion,"0% comp last time round, micro management",1,3
Deloitte,2021-02-03, Staff Auditor I,"Former Employee, more than 1 year",Kuala Lumpur,4,1.0,3.0,2.0,5.0,4.0,2.0,1,1,1,Staff Assistant,"meet a lot of new people
enhance team work
enhance knowledge on accounting standard
travelling allowance
movie nights, annual dinner, ice cream day (pre-covid)","no work life balance
some managers micro manage
intense working environment
racism now and then",0,1
Deloitte,2021-02-03, Transfer Pricing Associate,"Former Employee, less than 1 year",Singapore,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Nice Place to Work,People are willing to share their knowledge to you,Heavy workload makes people have to work overtime a lot,0,1
Deloitte,2021-02-04, Analyst,"Current Employee, less than 1 year",Sydney,3,4.0,4.0,5.0,4.0,2.0,5.0,1,2,2,Analyst,Very friendly manager and team,Nothing that i can think of,1,1
Deloitte,2021-02-04, Analyst,"Current Employee, more than 1 year",Sydney,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great place to work,It was lots of people to learn from,You have to do boring accounting work,1,1
Deloitte,2021-02-04, Assistant Manager,"Current Employee, more than 5 years",Singapore,4,2.0,3.0,5.0,4.0,3.0,3.0,1,1,1,Work environment,"Very inclusive managers & partners
Pro sports",Hard to achieve work-life balance,1,5
Deloitte,2021-02-04, Assistant Manager,"Former Employee, more than 3 years","Dublin, Dublin",4,3.0,5.0,4.0,4.0,3.0,4.0,1,2,1,Overall a great place to work,People and culture are great,Workload can often times be too much,0,3
Deloitte,2021-02-04, Assistant Manager Risk Advisory,"Current Employee, more than 3 years",Colombo,4,3.0,4.0,5.0,4.0,3.0,3.0,1,1,2,"Assistant Manager, Risk Advisory",Access to various learning materials,Needs higher challenges as locally there aren't many infosec jobs,1,3
Deloitte,2021-02-04, Associate,"Current Employee, more than 3 years",Hyderābād,3,3.0,5.0,5.0,3.0,1.0,1.0,1,1,1,good,good nice. I like it here. no complains,not really. cant think of any.,1,3
Deloitte,2021-02-04, Business Analyst,"Current Employee, more than 1 year","Boston, MA",5,5.0,5.0,5.0,5.0,4.0,5.0,1,2,1,Good company,"Excellent work cultures 
Good benefits and salary",No raise due to COVID,1,1
Deloitte,2021-02-04, Consultant,"Current Employee, more than 1 year",Melbourne,4,3.0,5.0,5.0,5.0,4.0,5.0,1,2,1,Great place to grow your career,Great exposure to industry challenges. More leadership acknowledgement of work life balance.,Typical challenges of a very large organisation,1,1
Deloitte,2021-02-04, Consultant,"Current Employee, more than 1 year",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,"Awesome work culture, good folks & great learning",The work culture is amazing. People are very helpful. There are many learning opportunities provided. Your opinion will be considered and valued.,No cons. It is a great firm to work for.,1,1
Deloitte,2021-02-04, Consulting Senior Manager,"Current Employee, more than 8 years",Melbourne,4,1.0,4.0,4.0,5.0,2.0,3.0,1,2,1,"Good culture, but work hard","Culture, coaching, interesting work, high performing team","Work life balance, reward and recognition",1,8
Deloitte,2021-02-04, Executive Manager,"Current Employee, more than 10 years",Hyderābād,5,4.0,5.0,5.0,5.0,3.0,5.0,1,1,1,Best in culture,Great company with best and inclusive culture,Low salaries within Enabling areas,1,10
Deloitte,2021-02-04, Independent Contractor,"Former Employee, more than 1 year","Big Bear Lake, CA",4,4.0,4.0,5.0,3.0,3.0,5.0,1,1,1,Great New Owner,Innovative new ownership making improvements,Previously bad reputation is a hold back for ownership,0,1
Deloitte,2021-02-04, Junior Consultant,"Former Employee, more than 1 year",Luxembourg,5,3.0,5.0,4.0,4.0,4.0,4.0,1,2,1,Good,Really interesting and good atmosphere,Working hours during busy seasons,0,1
Deloitte,2021-02-04, Manager,"Former Employee, more than 8 years","Washington, DC",5,3.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great place to work!,"People, experiences, benefits - great place to work.",Work-life balance and travel - can be very demanding.,0,8
Deloitte,2021-02-04, Managing Director,"Former Employee, more than 8 years","Boston, MA",4,3.0,4.0,3.0,4.0,4.0,4.0,1,1,1,Excellent firm covering an enormous range of services,"Very bright people, most of whom are collaborative and friendly, generally trying to do the right thing by clients","Can be quite political, and there are traps to be avoided",0,8
Deloitte,2021-02-04, Marketing Analyst,"Current Employee, more than 1 year",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Good place to work and gain experience,Excellent Work Culture and lot of learning opportunities,"None, the only con would be for you not using the opportunities available at Deloitte",1,1
Deloitte,2021-02-04, Senior Consultant,"Current Employee, more than 3 years","Washington, DC",3,3.0,3.0,4.0,3.0,3.0,3.0,1,2,2,Senior consultant,"Great flexibility, Good place for mid career level","Internal politics, not a tech focus",1,3
Deloitte,2021-02-04, Senior Consultant,"Former Employee, more than 3 years","Arlington, VA",5,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Fantastic Place - Compensation + Performance Measures need help,Great company with a great work ethic. Watch out for low-balled salary offers as they stick with you for a long time. Also watch out for Deloitte Advisory paying significantly less than Deloitte Consulting (same with GPS vs. Commercial),"Very tough to crack into industries you want to get into, and very hard to shake the up or out competitive nature.",0,3
Deloitte,2021-02-04, Senior Consultant,"Current Employee, less than 1 year","Jacksonville, FL",5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great Company to Work for!,"- Salary
- Culture
- Great projects",-Managing a work and life balance,1,1
Deloitte,2021-02-04, Senior Consultant,"Current Employee, more than 3 years",Mumbai,4,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Work Culture,It good organization for freshers,No work life balance as such,1,3
Deloitte,2021-02-04, Senior Consultant,"Former Employee, more than 1 year",Sydney,4,3.0,4.0,5.0,3.0,4.0,5.0,1,2,1,Positive experience,"Great culture, good work, impressive colleagues",Expectation of long hours constant,0,1
Deloitte,2021-02-04, Senior Consultant,"Current Employee, more than 1 year",Hyderābād,5,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,Good company to work with,"Good company, hikes are good",no cons as of now,1,1
Deloitte,2021-02-04, Senior Tax Accountant,"Current Employee, more than 3 years","London, England, England",3,2.0,4.0,4.0,4.0,4.0,3.0,1,2,2,Deloitte,Good company to work for out of college,long work hours and poor work life balance,1,3
Deloitte,2021-02-04, Solution Developer,"Former Employee, less than 1 year","Toronto, ON",4,3.0,4.0,4.0,4.0,2.0,3.0,1,2,1,Company Review,"You can develop good employee network.
Their brand is well recognized.
Some perks for travel and more.","Terribly low wages.
Work life balance isn’t great.
Not a technically inclined company.",0,1
Deloitte,2021-02-04, Technology Consultant,"Former Employee, more than 1 year",Lisbon,5,2.0,4.0,4.0,5.0,5.0,5.0,1,1,1,Best Company I worked for,"Majestic New-Joiners program, smart staff","Too much status, several ungrateful & rude colleagues, too much ""beauty beats working hard""",0,1
Deloitte,2021-02-05, Applications Developer,"Current Employee, more than 1 year",Chennai,2,2.0,2.0,2.0,3.0,1.0,2.0,3,2,2,good company in india,good company with nice work,nothing to say about cos becoz,1,1
Deloitte,2021-02-05, Associate,"Current Employee, more than 1 year","Shanghai, Shanghai, Shanghai",2,1.0,3.0,2.0,2.0,2.0,3.0,3,1,3,Long hours,"Fast learning, comprehensive training support","Long hours, OT depends on if the boss is nice",1,1
Deloitte,2021-02-05, Audit Senior,"Former Employee, more than 1 year","London, England, England",4,2.0,4.0,5.0,4.0,4.0,4.0,1,1,1,Cut-throat,You work with some of the most intelligent people in the industry,High pressure work environment and very competitive,0,1
Deloitte,2021-02-05, Catering Assistant,"Current Employee, less than 1 year","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Good,Good place to work at,"none really, nice people and good food",1,1
Deloitte,2021-02-05, Consultant,"Current Employee, more than 1 year","Washington, DC",5,4.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Love the Leadership,"The leadership is amazing, and truly has done an amazing job during COVID.",Rigid hiring and promotion process makes it hard for exceptional employees to move up.,1,1
Deloitte,2021-02-05, Consultant,"Former Employee, less than 1 year","Shanghai, Shanghai, Shanghai",2,2.0,2.0,4.0,2.0,2.0,1.0,3,1,2,Work in Deloitte,"International project, great exposure and environment",Duplicative work from previous project legacy,0,1
Deloitte,2021-02-05, Director,"Current Employee, more than 3 years",Sydney,5,3.0,4.0,5.0,5.0,5.0,5.0,1,1,1,A great consultancy,Interesting projects across a range of sectors. Strong leadership. Good pay.,Challenging workload. If you don't set clear boundaries you can end up working all the time.,1,3
Deloitte,2021-02-05, Enabling Analyst,"Current Employee, more than 1 year",Hyderābād,3,1.0,2.0,3.0,2.0,3.0,2.0,3,1,3,Seniors bully juniors and give them low ratings inspite of being working hard,Salary and perks. Not so much of Pros,"Worst working culture, not employee-centric",1,1
Deloitte,2021-02-05, IT Manager,"Current Employee, more than 3 years","Nashville, TN",4,4.0,5.0,4.0,4.0,5.0,3.0,1,2,2,overall good company to work for,"work life balance, good culture and good team, good benefit package and generous PTOs, disconnect days and holidays",career growth is slow and not good at promoting employee who is working at their next level. Salary is not as competitive as the market,1,3
Deloitte,2021-02-05, Junior Auditor,"Current Employee, less than 1 year",Luxembourg,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Cool,"Amazing attention to young people.
Great place to start the career!",No one as for the moment!,1,1
Deloitte,2021-02-05, Manager,"Former Employee, more than 3 years","Toronto, ON",5,3.0,4.0,5.0,5.0,4.0,4.0,1,1,2,Great place to work,"Lots of learning opportunities, lots of exposure.","Work life balance is not great
Salary range is not the best",0,3
Deloitte,2021-02-05, Manager,"Current Employee, more than 5 years","London, England, England",5,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,Great company to work form,Good career path and opportunities,Hard to identify with the product sold in professional services,1,5
Deloitte,2021-02-05, Market Research Analyst,"Former Employee, more than 1 year",Hyderābād,4,4.0,5.0,5.0,4.0,3.0,3.0,1,1,2,Good culture but limited growth opportunities,"Good working culture
Good learning curve",Growth rate is very slow,0,1
Deloitte,2021-02-05, Scanning Coordinator,"Current Employee, less than 1 year","London, England, England",4,5.0,4.0,4.0,4.0,5.0,5.0,1,1,1,Deloitte Employment,Work with some awesome people daily. Get to tackle tasks together with your own individual work at times as well.,Group projects can get complicated especially when deadlines do get involved.,1,1
Deloitte,2021-02-05, Senior Consultant,"Current Employee, more than 5 years","Arlington, VA",4,3.0,4.0,3.0,5.0,3.0,4.0,1,1,1,Gps hc senior consultant,"Experience gave me very tangible with skills, I know how to brand what I bring to the table",Underpaid and overworked. I want to stay here but I see how much less in making than my peers and get discouraged,1,5
Deloitte,2021-02-05, Senior Consultant,"Former Employee, more than 5 years","Toronto, ON",5,1.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Fantastic,Awesome team. Lots and lots of learning. Not just technical but overall growth is great. Senior managememt is really approachable.,Busy season is crazy busy and stressful.,0,5
Deloitte,2021-02-05, Senior Consultant ,"Current Employee, more than 8 years",Hyderābād,4,2.0,3.0,5.0,4.0,5.0,3.0,1,1,1,Pays better than industry standard ( vs Indian IT firms) but makes you work double the hours,"Good Salary, 30 to 40 percent of work force is well experienced","insane work hours, project delivery and practice development is done by same member so you have to strike a balance, lobby culture is more evident",1,8
Deloitte,2021-02-05, Software Developer,"Current Employee, less than 1 year",Pune,5,5.0,5.0,5.0,4.0,5.0,5.0,1,1,1,Software devloper,This is goldan chance to me a part of this company I like to joine this company you give me a chance I am 100% try to improve my knowledge and grow our company profile.,My side no any cons in this company,1,1
Deloitte,2021-02-05, Tax Consultant I,"Current Employee, more than 1 year",Hyderābād,4,4.0,5.0,5.0,3.0,3.0,5.0,1,1,1,A mixed bag,"Flexibility, facilities, culture, bonuses and hikes, Holidays, brand, market leader","Stressful, long hours during season, pay can be better, not easy to move internally",1,1
Deloitte,2021-02-06, Advisory Analyst,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,1.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Great learning till a certain point,"- Good learning
- Good incentives",- No work life balance,0,1
Deloitte,2021-02-06, Audit Senior Assistant,"Current Employee, more than 1 year",Hyderābād,2,1.0,1.0,1.0,2.0,4.0,1.0,3,3,3,Good place for starters,It's a good place to start your career from. Overall exposure is great,Long work hours during peak season and non inclusivity,1,1
Deloitte,2021-02-06, Business Valuation Analyst,"Current Employee, less than 1 year","Atlanta, GA",5,3.0,5.0,5.0,5.0,4.0,4.0,1,1,1,Fantastic First Job,"*Work with competent people
*Gain experience in working with big name companies
*Grow in an encouraging environment
*Have friendly coworkers
*Everyone works very independently, so you can take charge of your own schedule/career
*Choose which industry you would like to specialize in","*Lacking in training process
*Staffing process is ambiguous
*Project cycles mean you're either extremely busy or relatively relaxed, because project work tends to come in at the same time",1,1
Deloitte,2021-02-06, Chief Technology Officer (CTO),"Current Employee, more than 3 years","Kermānshāh, Kermanshah, Kermanshah",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Good Place,"nice team
updated techs
and TCI supports","nothing , this company is very nice",1,3
Deloitte,2021-02-06, Consultant,"Current Employee, more than 3 years",Melbourne,3,3.0,4.0,4.0,4.0,3.0,2.0,1,1,3,Mixed experience,"- staff are generally very nice, smart, and hard working
- work life balance is actually pretty good and there is genuine effort to make sure staff are okay","- work can be very boring with limited growth opportunity 
- highly political 
- training is non existent 
- partners are not particularly intelligent or competent",1,3
Deloitte,2021-02-06, Data Analyst,"Current Employee, more than 5 years","Zaventem, Flemish Brabant",5,4.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great company to work for,"Amazing place to work for, many learning opportunities, flexibility, networking, they care about you and sends gifts or attention for special events like Easter or completion of a successful fiscal year, nice people, good salary package","Imbalanced work schedule, sometimes very long work hours and not even time for eating. Quite fixed payment schéma, not a very big salary for the work performed but many other benefits. Overtime is not counted but you get days off in exchange",1,5
Deloitte,2021-02-06, Director,"Current Employee, more than 5 years","Montreal, QC",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Deloitte job,"Top talent, flexible job, great brand",Lots of admin meetings and procedures,1,5
Deloitte,2021-02-06, Learning and Development Manager,"Current Employee, more than 8 years",Bangalore,5,5.0,5.0,5.0,5.0,3.0,5.0,1,1,1,A great employer that values it's people,"People, culture, growth opportunities, flexibility, learning avenues",May not be the best pay master,1,8
Deloitte,2021-02-06, Manager,"Former Employee, more than 3 years","London, England, England",1,1.0,1.0,1.0,2.0,1.0,1.0,3,2,3,Toxic culture,Good name on the cv,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,0,3
Deloitte,2021-02-06, Manager,"Former Employee, more than 3 years","London, England, England",1,1.0,1.0,1.0,2.0,1.0,1.0,3,2,3,Toxic culture,Good name on the cv,Insane gossip and office politics that decide assignments. Little actual expertise just selling bs and repetitive work to clients. Race to the bottom,0,3
Deloitte,2021-02-06, Senior Consultant,"Current Employee, more than 5 years",Hyderābād,2,1.0,2.0,5.0,2.0,2.0,2.0,3,3,3,Very poor work life balance. Mandatory firm Initiatives kill almost every weekend.,"Talented workforce, good corporate exposure","They have concept of firm initiatives, without which you are a 3 rater. You have take these up apart from project work (however hectic or burning it may me firm doesn't cares). It ensures employees have a pathetic work-life balance. Deloitte pay a bit more than Indian Consulting companies but extract 200% more work. Employees work in tremendous stress and no one cares. Only project work would not take you anywhere in Deloitte (even if you perform like a rockstar). Employees have to work at 12 hours per day on an average and burn weekends to be called performers.",1,5
Deloitte,2021-02-06, Senior Consultant,"Former Employee, more than 1 year","Rosslyn, VA",2,2.0,2.0,2.0,2.0,2.0,2.0,3,2,2,Not so good for technologists.,They provide lots of PTOs.,Not so good for technologists.,0,1
Deloitte,2021-02-06, Senior Consultant,"Current Employee, more than 5 years",Hyderābād,2,1.0,2.0,5.0,2.0,2.0,2.0,3,3,3,Very poor work life balance. Mandatory firm Initiatives kill almost every weekend.,"Talented workforce, good corporate exposure","They have concept of firm initiatives, without which you are a 3 rater. You have take these up apart from project work (however hectic or burning it may me firm doesn't cares). It ensures employees have a pathetic work-life balance. Deloitte pay a bit more than Indian Consulting companies but extract 200% more work. Employees work in tremendous stress and no one cares. Only project work would not take you anywhere in Deloitte (even if you perform like a rockstar). Employees have to work at 12 hours per day on an average and burn weekends to be called performers.",1,5
Deloitte,2021-02-06, Software Developer,"Former Employee, less than 1 year",Hyderābād,5,4.0,5.0,5.0,3.0,3.0,3.0,1,1,1,Deloitte Experience as a fresher,Best workplace environment with value employees,Could provide more learning opportunities for freshers.,0,1
Deloitte,2021-02-06, Solution Analyst,"Current Employee, more than 1 year","Orlando, FL",4,2.0,4.0,4.0,4.0,4.0,3.0,1,1,1,Great place to work,"Great perks, benefits and rewards.",Work life balance gets little difficult,1,1
Deloitte,2021-02-06, Staff Accountant,"Former Employee, more than 1 year","Vancouver, BC",3,3.0,2.0,3.0,4.0,2.0,2.0,1,2,1,Good entry level job with career opportunities,Breadth of experience is significant,top performers still only get promoted at the same rate as mid level performers,0,1
Deloitte,2021-02-06, Tax Consultant II,"Former Employee, more than 3 years",Hyderābād,4,3.0,4.0,5.0,4.0,3.0,3.0,1,2,2,Great workplace to gain market exposure in terms of your career,Great exposure while working with US counterparts,Difficult to have work life balance,0,3
Deloitte,2021-02-06, Tax Consultant II,"Former Employee, more than 3 years",Hyderābād,4,3.0,4.0,5.0,4.0,3.0,3.0,1,2,2,Great workplace to gain market exposure in terms of your career,Great exposure while working with US counterparts,Difficult to have work life balance,0,3
Deloitte,2021-02-07, Anonymous Employee,"Current Employee, more than 5 years",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great place to Work  Life Balance,Great Work Culture. Diversity and Inclusion,Some time Demands a lot of time.,1,5
Deloitte,2021-02-07, Anonymous Employee,"Former Employee, more than 3 years",Bangalore,4,3.0,5.0,5.0,5.0,5.0,4.0,1,1,1,Consultant,"Lot of learning
Sharpen your skill in communication
Excellent peer quality",Work life balance might take a hit,0,3
Deloitte,2021-02-07, Anonymous Employee,"Current Employee, more than 3 years",Bangalore,5,5.0,5.0,4.0,5.0,3.0,3.0,1,1,1,Great Wroking,Work-Life Balance is good here,Leadership is not good and Salary Growth is limited,1,3
Deloitte,2021-02-07, Associate,"Former Employee, more than 3 years","München, Bavaria, Bavaria",2,2.0,3.0,3.0,2.0,2.0,2.0,3,2,2,Tragic,Brand and some exit opportunities,Everything else besides the brand and recognition,0,3
Deloitte,2021-02-07, Audit Associate,"Current Employee, more than 1 year",General Trias,5,3.0,5.0,5.0,5.0,3.0,3.0,1,1,1,Best working environment,Best working environment. Less toxic,"Understaff resulting to over allocation, overwhelming workload",1,1
Deloitte,2021-02-07, Audit Senior,"Current Employee, more than 3 years","San Jose, CA",4,4.0,3.0,3.0,4.0,3.0,4.0,1,1,2,Great Experience the longer you stay,"First couple of years kinda suck with all the grunt work you do... but once you cross the 2-3 year mark, your exposure to leadership, unique transactional experience opportunities increase","With COVID-19, its going to be increasing more difficult to get staff to progress they way formerly the business operated in an in-person enviornment. I think this really hasnt been addressed and am genuinely worried that if those that are well-established/seniored at the firm aren't getting comp'd adequately relative to their peers, they will leave the firm",1,3
Deloitte,2021-02-07, Auditor,"Former Employee, more than 1 year",Taipei,1,1.0,1.0,1.0,5.0,1.0,1.0,3,2,2,Good place to earn experience,Good place to earn experienc,"Dont expect structual training
Resource is always scarce",0,1
Deloitte,2021-02-07, Business Analyst,"Current Employee, more than 1 year","New York, NY",4,4.0,4.0,5.0,5.0,3.0,4.0,1,1,1,"Great company, if you enjoy the work","High quality training, decent work-life balance, excellent PTO, good benefits","Slow, hierarchical, focused on ""optics"" instead of innovation, noncompetitive base pay. Value  is placed on ""capacity"" and ""bandwidth"" which are really just fancy words for how much grunt work you can do without making mistakes/getting bored",1,1
Deloitte,2021-02-07, Consultant,"Current Employee, more than 1 year",Hyderābād,2,2.0,4.0,3.0,3.0,3.0,1.0,3,2,2,Worst at matching skillset of employees,"1. Learning resources
2. Appraisal process
3. Employee well-being
4. Every employee have a coach to guide in process and give valuable feedback","1. Worst at matching skillset
2. Worst leadership (team lead and manager) I've ever encountered in my 6 years career",1,1
Deloitte,2021-02-07, Human Capital Analyst,"Current Employee, less than 1 year","Chicago, IL",5,3.0,4.0,3.0,5.0,4.0,5.0,1,2,1,Great place to start a career,"Strong foundational learning 
Intelligent colleagues 
High profile clients 
Great perks","High burn 
Complex promotion system",1,1
Deloitte,2021-02-07, Instructional Designer,"Current Employee, more than 1 year","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great flexibility,"Flexible work hours, full remote",Sometimes they don't push back on the client when needed,1,1
Deloitte,2021-02-07, Internal Controls Manager,"Current Employee, more than 5 years","Atlanta, GA",3,1.0,3.0,5.0,5.0,3.0,3.0,3,1,2,Don't lose your soul,Good place to launch career.,Tough to balance work with life.,1,5
Deloitte,2021-02-07, Marketing Specialist,"Former Employee, more than 5 years","Toronto, ON",3,3.0,3.0,3.0,3.0,3.0,2.0,1,1,1,Graphic Design Specialist,Inclusive and Diverse people. Talented and supportive people,Too much overlap of jobs,0,5
Deloitte,2021-02-07, Project Manager,"Former Employee, more than 1 year","New York, NY",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,great,"money, people, time, schedule, benefits","none fortunately, do not have any",0,1
Deloitte,2021-02-07, Senior Analyst,"Former Employee, more than 5 years",Hyderābād,5,5.0,5.0,4.0,5.0,4.0,4.0,1,1,1,recruiter,"work life balance, inclusive culture, open door policy, growth opportunity, amazing leadership, meaningful work,","I dont have any to share









its the best company to work with.",0,5
Deloitte,2021-02-07, Senior Audit Associate,"Current Employee, more than 3 years","Stockholm, Stockholm, Stockholm",4,2.0,3.0,4.0,4.0,2.0,2.0,1,1,2,Bad work-life balance but good experience,Lots of experience and responsability,"Bad pay
To much work
Bad project management",1,3
Deloitte,2021-02-07, Senior Consultant,"Current Employee, more than 1 year",Mumbai,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Good,Good working environment for employees,Benefits for employees are amazing,1,1
Deloitte,2021-02-07, Senior Consultant,"Current Employee, more than 5 years",Bangalore,5,3.0,5.0,5.0,5.0,5.0,4.0,1,1,1,Good campany,Good salary and good culture,Work life balance is less,1,5
Deloitte,2021-02-07, Senior Manager,"Current Employee, more than 10 years",Melbourne,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Absolutely love it,"Amazing culture, great perks, job security and flexibility","Red tape and compliance, navigating the business.",1,10
Deloitte,2021-02-07, Tax Manager,"Former Employee, more than 5 years","Gurgaon, Haryana, Haryana",2,1.0,3.0,2.0,2.0,2.0,1.0,3,2,2,job review,"operations, canteen, sports, CSR, culture","salary, work life balance, vague rating system, transparency, development",0,5
Deloitte,2021-02-08, Assistant Manager,"Former Employee, more than 3 years","London, England, England",4,4.0,5.0,5.0,3.0,3.0,4.0,1,2,1,Big 4 Accounting Firm,Great corporate culture and working environment,Work not particularly stimulating and pay can be low for work hours.,0,3
Deloitte,2021-02-08, Associate,"Former Employee, less than 1 year","London, England, England",4,4.0,5.0,4.0,5.0,4.0,5.0,1,1,2,Great company,Broad industry exposure for engagements,Work-life balance is not considered,0,1
Deloitte,2021-02-08, Brand Manager,"Current Employee, more than 1 year",Jakarta,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Excellent work environment,"Great pay scale, work life balance, great bosses,",I have nothing but great things to say about the company.,1,1
Deloitte,2021-02-08, Business Analyst,"Current Employee, more than 1 year",Amsterdam,4,3.0,3.0,3.0,4.0,4.0,4.0,1,2,1,Work review,"good colleagues, nice working environment","A lot of unpaid overtime,",1,1
Deloitte,2021-02-08, Cloud Engineer,"Current Employee, more than 1 year",Thessaloníki,3,4.0,3.0,4.0,3.0,3.0,3.0,3,2,2,"Good choice for early stage of carrier and to gain experiences, not that much for experienced developers",Tools that are being used are state of the art and you often work with the 'coolest' technologies for developing applications.,"Definitely, the salary is not good and the expectations for a raise are often not matched by the employer.",1,1
Deloitte,2021-02-08, Consultant,"Current Employee, more than 3 years","Harrisburg, PA",4,3.0,4.0,4.0,3.0,3.0,3.0,1,1,1,Great benefits,There are good benefits to working at Deloitte,Long work hours for some projects,1,3
Deloitte,2021-02-08, Consultant,"Current Employee, more than 3 years","Harrisburg, PA",4,3.0,4.0,4.0,3.0,3.0,3.0,1,1,1,Great benefits,There are good benefits to working at Deloitte,Long work hours for some projects,1,3
Deloitte,2021-02-08, Consultant,"Current Employee, more than 3 years",Singapore,4,2.0,3.0,3.0,4.0,2.0,4.0,1,1,2,Great Company to Kickstart Career,Great boss and career progression,Lack of career progression and lack of benefits,1,3
Deloitte,2021-02-08, Consultant,"Current Employee, more than 3 years","Arlington, VA",4,4.0,5.0,4.0,5.0,4.0,5.0,1,2,2,A Phenomenal Place to Work,"Deloitte has an amazing culture, where leadership is accessible to junior practitioners, projects are collaborative spaces to grow your career and skills, and generally gives space for proper work/life balance","The one con I find is Deloitte is strangely not transparent about compensation despite leadership stating they strive to be as transparent as possible. Rarely will you get a straight answer about what your salary “should” be relative to your peers, making it harder to determine whether your salary is above or below average.",1,3
Deloitte,2021-02-08, Consultant,"Current Employee, more than 3 years",Singapore,4,2.0,3.0,3.0,4.0,2.0,4.0,1,1,2,Great Company to Kickstart Career,Great boss and career progression,Lack of career progression and lack of benefits,1,3
